timestamp,cpu_temp,gpu_temp,mb_temp,is_anomaly,anomaly_type
2025-06-11 02:30:03.154364,51.584328443098435,61.23045459000981,40.503664525064096,0,
2025-06-11 02:31:03.154364,50.98390849917331,60.57020972488589,40.94547146359983,0,
2025-06-11 02:32:03.154364,51.80430329135728,59.324367684765136,40.444371439828316,0,
2025-06-11 02:33:03.154364,52.713969349506364,58.316004073089154,40.84910052283794,0,
2025-06-11 02:34:03.154364,50.99099299165286,60.38505451998468,39.59768144962507,0,
2025-06-11 02:35:03.154364,51.02509776489141,59.97908016089351,41.300252326818644,0,
2025-06-11 02:36:03.154364,52.87241672600577,60.782595695789155,41.14756633553897,0,
2025-06-11 02:37:03.154364,52.09448801477807,60.44333763096069,40.50985573795803,0,
2025-06-11 02:38:03.154364,50.89130781684269,61.11550237714547,41.707787636134746,0,
2025-06-11 02:39:03.154364,51.93695006339181,58.78873221236792,41.947251120004175,0,
2025-06-11 02:40:03.154364,50.96445840405293,61.617905243749576,39.927890156937515,0,
2025-06-11 02:41:03.154364,50.99551004285938,59.988259101683056,40.62044007536185,0,
2025-06-11 02:42:03.154364,51.736442754867866,62.85461203389065,40.63192636182108,0,
2025-06-11 02:43:03.154364,49.61431727996943,58.757614559806484,40.511876281426524,0,
2025-06-11 02:44:03.154364,49.835672457392036,62.44483113960548,41.94387501849794,0,
2025-06-11 02:45:03.154364,51.03117062175971,60.187053401695,41.1416681644821,0,
2025-06-11 02:46:03.154364,50.61336936182295,58.96217371781439,41.101488368030196,0,
2025-06-11 02:47:03.154364,51.97306399260361,59.26239623893103,39.72631843847877,0,
2025-06-11 02:48:03.154364,50.78328198806737,59.55643813309139,41.85398745596167,0,
2025-06-11 02:49:03.154364,50.311364373011386,60.7217510311229,40.37042732129056,0,
2025-06-11 02:50:03.154364,53.221550845078156,60.918106346288155,41.42589714229136,0,
2025-06-11 02:51:03.154364,51.562231154842884,59.321461177086256,41.61590527803126,0,
2025-06-11 02:52:03.154364,51.88751180531291,60.193443512546004,42.49851867698341,0,
2025-06-11 02:53:03.154364,50.427081717050136,63.49115039281318,40.37885863233651,0,
2025-06-11 02:54:03.154364,51.33916303241235,62.91663339055737,39.02616315381211,0,
2025-06-11 02:55:03.154364,52.02605314753256,61.02718134124509,41.6046449147143,0,
2025-06-11 02:56:03.154364,50.795590127167664,60.476880774137264,42.913700797503665,0,
2025-06-11 02:57:03.154364,52.35360261676247,60.64690388770259,42.48010938155995,0,
2025-06-11 02:58:03.154364,51.40845395307971,61.43391592359339,41.672273853718956,0,
2025-06-11 02:59:03.154364,51.74845349476641,59.02603201904192,41.1267646737742,0,
2025-06-11 03:00:03.154364,51.469361199636076,60.220536911663196,42.18123198324258,0,
2025-06-11 03:01:03.154364,53.954131940741796,58.149904523532896,40.772089918352854,0,
2025-06-11 03:02:03.154364,52.119007266803884,61.29759142122064,41.94733846125589,0,
2025-06-11 03:03:03.154364,51.105308505290644,61.71532306092392,41.98588584445657,0,
2025-06-11 03:04:03.154364,53.0159429154897,60.06531731163071,42.44486692769236,0,
2025-06-11 03:05:03.154364,51.00279597062653,63.196439575831384,43.819547841427635,0,
2025-06-11 03:06:03.154364,52.462607305127634,59.041967070680805,41.94080462880445,0,
2025-06-11 03:07:03.154364,50.32403957494423,58.72900222792127,41.234683948846,0,
2025-06-11 03:08:03.154364,50.98535096729327,61.30698325212751,41.636309058342256,0,
2025-06-11 03:09:03.154364,52.540086330225975,62.585485095453514,40.25635182326713,0,
2025-06-11 03:10:03.154364,53.11123994809665,92.56683912504033,41.13061617917937,1,gpu
2025-06-11 03:11:03.154364,52.57354955605829,60.41494551799907,41.37366468694368,0,
2025-06-11 03:12:03.154364,52.3157999723857,62.765193632307856,41.296453409039295,0,
2025-06-11 03:13:03.154364,52.159470055027704,61.133097921674434,41.85217077293547,0,
2025-06-11 03:14:03.154364,51.0110352175226,60.9753948619238,41.086842658039245,0,
2025-06-11 03:15:03.154364,51.79855386639506,62.60308701841467,42.656023571254465,0,
2025-06-11 03:16:03.154364,52.086457031267926,62.29912802096171,41.77371355304842,0,
2025-06-11 03:17:03.154364,53.63277207005941,58.998886530284366,41.78038466500936,0,
2025-06-11 03:18:03.154364,52.94767794556877,63.62090000858931,41.539714054789826,0,
2025-06-11 03:19:03.154364,50.86928454246256,63.51862407795911,41.940314895999826,0,
2025-06-11 03:20:03.154364,52.98452840058457,60.552322594520376,42.490300827328994,0,
2025-06-11 03:21:03.154364,52.303336040318285,62.126332781258014,41.15050498779858,0,
2025-06-11 03:22:03.154364,52.039323833571245,62.31541403023991,41.33162972567839,0,
2025-06-11 03:23:03.154364,53.35560272966272,62.00690030996864,41.62898239738959,0,
2025-06-11 03:24:03.154364,53.80245913706566,60.83173169108643,40.80903306850628,0,
2025-06-11 03:25:03.154364,53.73012495004501,60.69083219448615,41.24401612768721,0,
2025-06-11 03:26:03.154364,88.8198744419575,61.70079124629904,41.53206408542634,1,cpu
2025-06-11 03:27:03.154364,52.543956932956235,63.53884749210022,42.62609599897391,0,
2025-06-11 03:28:03.154364,53.211370967470785,62.63556153599248,42.150102831235145,0,
2025-06-11 03:29:03.154364,53.88244086456079,61.30442210802849,42.10831979781325,0,
2025-06-11 03:30:03.154364,52.45435916506706,63.057848170341046,61.5188617233663,1,mb
2025-06-11 03:31:03.154364,17.683220615155776,57.66721610707422,41.87011258195359,1,cpu
2025-06-11 03:32:03.154364,51.8800201264669,63.70268120126755,42.30554943017958,0,
2025-06-11 03:33:03.154364,51.81633150282993,59.40923652219876,41.92369166110931,0,
2025-06-11 03:34:03.154364,53.85109442856638,61.51419149715356,42.23157418260579,0,
2025-06-11 03:35:03.154364,54.42068607124565,60.417164222073026,41.56601609524815,0,
2025-06-11 03:36:03.154364,53.01815982216914,60.193232702042856,40.094031245253596,0,
2025-06-11 03:37:03.154364,54.119272717542145,63.91484991054296,41.95044658007601,0,
2025-06-11 03:38:03.154364,53.50279120861083,61.51018097337695,43.208776100661545,0,
2025-06-11 03:39:03.154364,52.52129579701166,62.76937915002126,42.82418009760167,0,
2025-06-11 03:40:03.154364,53.55291604839833,62.2168997960161,42.8680782091179,0,
2025-06-11 03:41:03.154364,54.75450594588761,63.04026530996713,43.0971392671558,0,
2025-06-11 03:42:03.154364,53.20543584711021,62.47712566592062,42.191557015879226,0,
2025-06-11 03:43:03.154364,54.830541147085896,60.47435790062497,42.29080131156042,0,
2025-06-11 03:44:03.154364,50.670630621460674,63.929963817496336,41.651066346427726,0,
2025-06-11 03:45:03.154364,54.13659862740068,61.731409309796206,41.904489776691086,0,
2025-06-11 03:46:03.154364,53.42590528890985,60.17341448301789,42.66204603015275,0,
2025-06-11 03:47:03.154364,53.06385420801172,61.902119596267525,43.14453832897385,0,
2025-06-11 03:48:03.154364,53.47846645598974,64.83119820513282,42.08179581918232,0,
2025-06-11 03:49:03.154364,51.42282121504303,63.89091780763613,41.84504365294084,0,
2025-06-11 03:50:03.154364,53.21424257029134,62.127893485581495,14.053253606469534,1,mb
2025-06-11 03:51:03.154364,53.81439078855148,62.16203076908196,42.70960450766316,0,
2025-06-11 03:52:03.154364,54.95837500630578,62.23826886552031,41.0851566278753,0,
2025-06-11 03:53:03.154364,52.98525203168198,65.87040535027471,40.414816362468024,0,
2025-06-11 03:54:03.154364,52.717908040647735,63.362505643658714,41.82277134217719,0,
2025-06-11 03:55:03.154364,53.047361663144926,63.4687405308808,41.29798941263341,0,
2025-06-11 03:56:03.154364,54.48707512472319,64.40293469157945,41.87932434539271,0,
2025-06-11 03:57:03.154364,53.92281522467421,63.249279911061564,42.17880780245329,0,
2025-06-11 03:58:03.154364,53.08653140064822,62.53587418789183,41.945547074989214,0,
2025-06-11 03:59:03.154364,54.15162248515731,62.66300780443847,43.48115155359858,0,
2025-06-11 04:00:03.154364,53.757331587192425,24.23131169731253,42.59152283060405,1,gpu
2025-06-11 04:01:03.154364,54.65063313542431,62.967148862572365,42.581373560134374,0,
2025-06-11 04:02:03.154364,53.00150386552164,64.14677975455398,42.84954419493422,0,
2025-06-11 04:03:03.154364,53.39729792413021,63.1653589348029,41.451413541139374,0,
2025-06-11 04:04:03.154364,53.3540889182618,64.21825572291431,43.204387965633195,0,
2025-06-11 04:05:03.154364,52.30375260894296,63.029826465449744,42.32302234930917,0,
2025-06-11 04:06:03.154364,54.084291403684226,63.30020947540362,42.9304700571028,0,
2025-06-11 04:07:03.154364,54.06996265423374,60.21606004628262,41.54696790459481,0,
2025-06-11 04:08:03.154364,53.83458938523173,64.61870540493763,41.17173095148178,0,
2025-06-11 04:09:03.154364,10.46396322090349,63.79454727579262,43.07924991373523,1,cpu
2025-06-11 04:10:03.154364,52.454737589731806,64.8021776624628,42.73618178676912,0,
