timestamp,cpu_temp,gpu_temp,mb_temp,is_anomaly,hour,minute,day_of_week,anomaly_score
2025-06-09 23:04:10.478774,41.495150440702766,48.03872418366069,36.02601342852873,0,23,4,0,0.029625625528203692
2025-06-09 23:05:10.478774,43.62048652332185,46.706147333720224,37.25437361132227,0,23,5,0,0.03903834510102533
2025-06-09 23:06:10.478774,42.948524859492935,48.49752095579583,38.18467680420574,0,23,6,0,0.027500150618744668
2025-06-09 23:07:10.478774,41.20170137685776,48.04538211068834,36.6440791861714,0,23,7,0,0.03631421348042463
2025-06-09 23:08:10.478774,42.17188920459281,45.70027840480059,36.23328787420392,0,23,8,0,0.045582213506310865
2025-06-09 23:09:10.478774,44.44446218688215,44.90920842482696,36.63277137650245,0,23,9,0,0.03991921981670976
2025-06-09 23:10:10.478774,40.4089246172259,47.37241016533383,36.90725901501164,0,23,10,0,0.052972815604912515
2025-06-09 23:11:10.478774,42.44931064957936,45.86857459114148,36.52032641671232,0,23,11,0,0.05012528397234883
2025-06-09 23:12:10.478774,44.18681935052794,47.44635834923468,37.52550781829888,0,23,12,0,0.054627580711623325
2025-06-09 23:13:10.478774,42.096842086333126,45.848645826405225,37.32637538982026,0,23,13,0,0.060388776895895946
2025-06-09 23:14:10.478774,42.327434504205975,45.71764310394612,36.73570007866331,0,23,14,0,0.06310969875418582
2025-06-09 23:15:10.478774,42.95438781090182,46.86215895544699,37.00868819563846,0,23,15,0,0.06356127688240132
2025-06-09 23:16:10.478774,44.58329967235884,48.53901599996381,35.81470234321472,0,23,16,0,0.054801009821798696
2025-06-09 23:17:10.478774,42.495857643228,47.66194930283935,37.32438324036384,0,23,17,0,0.06638089815205295
2025-06-09 23:18:10.478774,42.73366278543246,49.03402984062545,35.973777057839214,0,23,18,0,0.06218905854254975
2025-06-09 23:19:10.478774,42.786213269643056,45.48050426330953,36.888417027758805,0,23,19,0,0.06966323403678443
2025-06-09 23:20:10.478774,45.46944830605616,45.8096616226976,36.76268354068106,0,23,20,0,0.06208339241690841
2025-06-09 23:21:10.478774,45.49329105048354,47.32601189352416,37.526515681274354,0,23,21,0,0.06619776989456871
2025-06-09 23:22:10.478774,44.35357783927209,50.77283798702943,36.81944832279022,0,23,22,0,0.0588833828252775
2025-06-09 23:23:10.478774,43.778760743136594,48.60029068628617,37.15872081394092,0,23,23,0,0.06390851967973865
2025-06-09 23:24:10.478774,44.17302392549393,46.05356391132944,38.4139813018388,0,23,24,0,0.047416981674303194
2025-06-09 23:25:10.478774,44.96949816625163,47.60393852771468,35.98383743723187,0,23,25,0,0.058008672600605826
2025-06-09 23:26:10.478774,42.58607202030149,48.11393101925771,37.35143424572316,0,23,26,0,0.07035404313398308
2025-06-09 23:27:10.478774,44.74090282487031,46.9945820517908,37.97390430675694,0,23,27,0,0.058258744326028955
2025-06-09 23:28:10.478774,42.35438832265032,48.83231597218377,36.80193433831904,0,23,28,0,0.06796278065889294
2025-06-09 23:29:10.478774,43.01373919480936,47.74256683864694,37.34248332004196,0,23,29,0,0.06832361785569396
2025-06-09 23:30:10.478774,44.60184327359978,47.59311103938472,36.25830595185899,0,23,30,0,0.06102206907718921
2025-06-09 23:31:10.478774,42.30932960841573,49.99740064375127,36.08198184522495,0,23,31,0,0.05742173147105656
2025-06-09 23:32:10.478774,43.64123784575985,45.60746849568235,37.96834050073779,0,23,32,0,0.05495269148801252
2025-06-09 23:33:10.478774,42.96287112956193,46.79423102545538,37.15059813258735,0,23,33,0,0.05987713255350491
2025-06-09 23:34:10.478774,43.612348491790335,47.075988321320224,36.38383605379809,0,23,34,0,0.05892530648766969
2025-06-09 23:35:10.478774,41.11274214601963,47.09547527222247,37.07696246611373,0,23,35,0,0.061150899905273226
2025-06-09 23:36:10.478774,42.18318226281361,47.338943483048126,37.96090520330584,0,23,36,0,0.05516172916716777
2025-06-09 23:37:10.478774,43.29824214928132,49.22989301265508,37.94004506571047,0,23,37,0,0.05935150107990872
2025-06-09 23:38:10.478774,44.96900490655635,50.20711295481217,38.35895857512655,0,23,38,0,0.052724939449199204
2025-06-09 23:39:10.478774,43.91134813057577,50.0015376110328,37.1392944253024,0,23,39,0,0.059968551778829426
2025-06-09 23:40:10.478774,44.13128848842023,47.16332066899161,37.06227202619677,0,23,40,0,0.05575526743730541
2025-06-09 23:41:10.478774,44.86014063598024,48.59675003946213,37.85066407941626,0,23,41,0,0.05424772883171147
2025-06-09 23:42:10.478774,43.3358726997125,49.50151138429456,38.407780970694986,0,23,42,0,0.06310393410913229
2025-06-09 23:43:10.478774,44.54254242185329,49.24837707549717,37.32981069967409,0,23,43,0,0.05862164526719671
2025-06-09 23:44:10.478774,43.49706874449313,50.91227399310197,38.41777054351794,0,23,44,0,0.05997962425066994
2025-06-09 23:45:10.478774,42.61829921357797,48.00595170823184,37.406208497655385,0,23,45,0,0.06196333614777916
2025-06-09 23:46:10.478774,43.99861481089633,49.31875103862839,39.32471885622601,0,23,46,0,0.051019739672900855
2025-06-09 23:47:10.478774,45.00687798677128,48.55976211419021,36.34079693912544,0,23,47,0,0.051103264149314875
2025-06-09 23:48:10.478774,44.81522948857037,49.59157318499013,38.96618812028871,0,23,48,0,0.05161785192163737
2025-06-09 23:49:10.478774,44.50838822030774,47.6619827031453,36.562125196039545,0,23,49,0,0.05177422612513072
2025-06-09 23:50:10.478774,46.95617139228437,47.9523026080836,38.76044175143637,0,23,50,0,0.048630758453729106
2025-06-09 23:51:10.478774,45.02031400271809,48.31593647393123,37.87234143543635,0,23,51,0,0.04715297448130318
2025-06-09 23:52:10.478774,45.62974103891234,48.63100358272992,37.46282819232884,0,23,52,0,0.04742424059808725
2025-06-09 23:53:10.478774,46.932758206399726,51.86380720030181,37.12029124281082,0,23,53,0,0.04514756688524035
2025-06-09 23:54:10.478774,43.444145193760015,51.37044864682504,37.126617543452205,0,23,54,0,0.048210065605529095
2025-06-09 23:55:10.478774,43.74306293944944,49.35380221841067,38.436330340124194,0,23,55,0,0.04832897082015519
2025-06-09 23:56:10.478774,46.5691881607501,49.997613844755,38.280985338998896,0,23,56,0,0.04228296391245023
2025-06-09 23:57:10.478774,44.07104130904549,47.41200203926424,37.78379639624072,0,23,57,0,0.041749376626799006
2025-06-09 23:58:10.478774,44.94241787531959,93.87142104043082,37.93509992857741,1,23,58,0,-0.07207338904006
2025-06-09 23:59:10.478774,46.02568287657689,50.17397243069639,37.28115849563303,0,23,59,0,0.032660845546408246
2025-06-10 00:00:10.478774,45.89070639129317,51.71852632010184,37.89394604240859,0,0,0,1,0.0016084482744614936
2025-06-10 00:01:10.478774,46.79851927482857,50.55565671878365,38.73048943579796,0,0,1,1,0.01835938128459369
2025-06-10 00:02:10.478774,46.58290949201721,50.78023312063893,37.31755908111322,0,0,2,1,0.010261842382755959
2025-06-10 00:03:10.478774,46.20028862541918,50.642988268195865,38.48235798940823,0,0,3,1,0.021204089397380166
2025-06-10 00:04:10.478774,44.40181535012564,50.66528788106745,37.71810454166274,0,0,4,1,0.023912288054113384
2025-06-10 00:05:10.478774,46.01301151813883,48.23208451161595,36.88701901216991,0,0,5,1,0.03127686331002133
2025-06-10 00:06:10.478774,45.5760414775856,49.76751772210765,38.98022780704415,0,0,6,1,0.04689229697215469
2025-06-10 00:07:10.478774,43.979119672157765,52.61040789595965,37.05353483976798,0,0,7,1,0.0230312259331662
