timestamp,cpu_temp,gpu_temp,mb_temp,is_anomaly,anomaly_type,hour,minute,day_of_week,anomaly_score
2025-06-10 03:32:33.902819,51.90072449717237,60.856291452355215,40.57379871072665,0,,3,32,1,0.02823180631308242
2025-06-10 03:33:33.902819,54.00988357349419,62.87019927940756,41.04516721889174,0,,3,33,1,0.0637434453501502
2025-06-10 03:34:33.902819,53.321547104224166,63.135078723086025,42.8962897353573,0,,3,34,1,0.08223689164770748
2025-06-10 03:35:33.902819,51.55815132875673,60.59759794010196,42.72105250489448,0,,3,35,1,0.04905359676368243
2025-06-10 03:36:33.902819,52.51156969178093,62.84760240002969,40.82879127270152,0,,3,36,1,0.05082640823073675
2025-06-10 03:37:33.902819,54.76717635674727,59.37086000959936,41.69991777874899,0,,3,37,1,0.04622192942456682
2025-06-10 03:38:33.902819,50.71447594017012,61.90774441459646,42.44136739572112,0,,3,38,1,0.04252909674250943
2025-06-10 03:39:33.902819,52.73750292276061,60.54825128800767,42.39720238221695,0,,3,39,1,0.05885656734389921
2025-06-10 03:40:33.902819,54.457456701595454,61.07573165403915,40.79402646367826,0,,3,40,1,0.032528065837165165
2025-06-10 03:41:33.902819,52.34972897715654,60.410588040915925,42.31624243544189,0,,3,41,1,0.05243350611426628
2025-06-10 03:42:33.902819,52.562375734598106,63.19233242233872,41.63434883845042,0,,3,42,1,0.05731749917287793
2025-06-10 03:43:33.902819,53.171188522334994,63.22965794255563,43.09188306959268,0,,3,43,1,0.06615362455391838
2025-06-10 03:44:33.902819,54.78176535167471,61.39876292032646,41.98504404465438,0,,3,44,1,0.04843913766461366
2025-06-10 03:45:33.902819,52.6757941263408,63.03541764420358,42.44477803785055,0,,3,45,1,0.06123837731010673
2025-06-10 03:46:33.902819,52.894876261025615,62.900196160710586,42.08213262435096,0,,3,46,1,0.06334238096369849
2025-06-10 03:47:33.902819,52.92851028285907,62.35161470621623,42.71458634749334,0,,3,47,1,0.06272168446101833
2025-06-10 03:48:33.902819,55.5926357621797,65.81731381855673,41.578897302919344,0,,3,48,1,0.023336336129207713
2025-06-10 03:49:33.902819,55.59717621861771,61.3542672687561,42.73979770056514,0,,3,49,1,0.03137621089538767
2025-06-10 03:50:33.902819,54.43796835600773,62.67232932326299,43.18412748507033,0,,3,50,1,0.047853313305785905
2025-06-10 03:51:33.902819,53.84346461621458,62.11233678161626,43.69708762684529,0,,3,51,1,0.04352071731797297
2025-06-10 03:52:33.902819,54.2178495374605,62.16305142040076,43.507272169547846,0,,3,52,1,0.04256045512488582
2025-06-10 03:53:33.902819,54.99425427810643,62.99440138107066,41.82286365803076,0,,3,53,1,0.04400865825651468
2025-06-10 03:54:33.902819,52.59056777513853,62.34800891502692,42.724920600545325,0,,3,54,1,0.05271312989241739
2025-06-10 03:55:33.902819,54.72494775151157,61.53303791995584,42.92055714348604,0,,3,55,1,0.03800038698011521
2025-06-10 03:56:33.902819,52.3177923392721,63.04385075747128,42.75787238779005,0,,3,56,1,0.04285956456670115
